parent	category	uri	wiki
	fr:Ratatouilles	/category/fr:ratatouilles	Q183095
	Fries	/category/fries	
Fries	Frozen fries	/category/frozen-fries	
	Cheese pizzas	/category/cheese-pizzas	
Cheese pizzas	Five Cheese Pizza	/category/five-cheese-pizza	
Cheese pizzas	Four Cheese Pizza	/category/four-cheese-pizza	
Cheese pizzas	Six Cheese Pizza	/category/six-cheese-pizza	
Cheese pizzas	Three Cheese Pizza	/category/three-cheese-pizza	
	Sparkling wines	/category/sparkling-wines	Q321263
Sparkling wines	Beading wines	/category/beading-wines	
Sparkling wines	Sekt	/category/sekt	Q2141096
Sparkling wines	fr:Blanquette de Limoux	/category/fr:blanquette-de-limoux	Q881685
Sparkling wines	fr:Clairette de Die	/category/fr:clairette-de-die	Q1094848
Sparkling wines	fr:Crémant de Bordeaux	/category/fr:cremant-de-bordeaux	
Sparkling wines	fr:Crémant de Bourgogne	/category/fr:cremant-de-bourgogne	
Sparkling wines	fr:Vins mousseux	/category/fr:vins-mousseux	
Sparkling wines	fr:Vins pétillant	/category/fr:vins-petillant	
	Sauerkrauts	/category/sauerkrauts	
Sauerkrauts	fr:Choucroutes garnies	/category/fr:choucroutes-garnies	
	Vegetable-based beverages	/category/vegetable-based-beverages	
	Easter eggs	/category/easter-eggs	
Easter eggs	fr:Œufs en chocolat creux	/category/fr:oeufs-en-chocolat-creux	
Easter eggs	fr:Œufs en chocolat fourrés	/category/fr:oeufs-en-chocolat-fourres	
	Peppers	/category/peppers	Q43084
Peppers	Cayenne peppers	/category/cayenne-peppers	
Peppers	Gray peppers	/category/gray-peppers	
Peppers	Pink peppers	/category/pink-peppers	
Peppers	fr:Piment doux de Gascogne	/category/fr:piment-doux-de-gascogne	
	Potato gnocchi	/category/potato-gnocchi	
	Canned champignon mushrooms	/category/canned-champignon-mushrooms	
Canned champignon mushrooms	Canned quartered champignon mushrooms	/category/canned-quartered-champignon-mushrooms	
Canned champignon mushrooms	Canned sliced champignon mushrooms	/category/canned-sliced-champignon-mushrooms	
Canned champignon mushrooms	Canned whole champignon mushrooms	/category/canned-whole-champignon-mushrooms	
	fr:Fruits à coque salés	/category/fr:fruits-a-coque-sales	
fr:Fruits à coque salés	fr:Cacahuètes salées	/category/fr:cacahuetes-salees	
fr:Fruits à coque salés	fr:Noix de cajou salées	/category/fr:noix-de-cajou-salees	
fr:Fruits à coque salés	fr:Pistaches salées	/category/fr:pistaches-salees	
	Meat-based sauces	/category/meat-based-sauces	
Meat-based sauces	Bolognese sauces	/category/bolognese-sauces	Q1162965
	Breadsticks	/category/breadsticks	Q514467
	Nut confectioneries	/category/nut-confectioneries	
Nut confectioneries	Caramelized almonds	/category/caramelized-almonds	
Nut confectioneries	Caramelized hazelnuts	/category/caramelized-hazelnuts	
Nut confectioneries	Caramelized mixed nuts	/category/caramelized-mixed-nuts	
Nut confectioneries	Caramelized peanuts	/category/caramelized-peanuts	Q5875513
Nut confectioneries	French pralines	/category/french-pralines	Q851428
Nut confectioneries	Gozinaki	/category/gozinaki	Q1136488
Nut confectioneries	Marrons glacés	/category/marrons-glaces	Q2334489
Nut confectioneries	Sugar coated almonds	/category/sugar-coated-almonds	
Nut confectioneries	Sugar coated pinenuts	/category/sugar-coated-pinenuts	
Nut confectioneries	es:Almendras garrapiñadas	/category/es:almendras-garrapinadas	Q1187678
	Wheat semolinas	/category/wheat-semolinas	
Wheat semolinas	Soft wheat semolinas	/category/soft-wheat-semolinas	Q3505415
	Soy sauces	/category/soy-sauces	Q229385
Soy sauces	Tamaris	/category/tamaris	
Soy sauces	fr:Sauces au soja salées	/category/fr:sauces-au-soja-salees	
Soy sauces	fr:Sauces au soja sucrées	/category/fr:sauces-au-soja-sucrees	
	Cod brandade	/category/cod-brandade	
Cod brandade	fr:Brandades de morue parmentière	/category/fr:brandades-de-morue-parmentiere	Q612283
	Hamburger buns	/category/hamburger-buns	
	Apples	/category/apples	Q89
Apples	Canada Reinettes apples	/category/canada-reinettes-apples	Q1723442
Apples	Fuji apples	/category/fuji-apples	Q504893
Apples	Gala apples	/category/gala-apples	Q494259
Apples	Golden Delicious apples	/category/golden-delicious-apples	Q201996
Apples	Granny Smith apples	/category/granny-smith-apples	Q506040
Apples	Red Delicious apples	/category/red-delicious-apples	Q2117265
	Canned green beans	/category/canned-green-beans	
Canned green beans	Canned flat green beans	/category/canned-flat-green-beans	
	Flavored teas	/category/flavored-teas	
	Flavored waters	/category/flavored-waters	
Flavored waters	Unsweetened flavored waters	/category/unsweetened-flavored-waters	
	fr:Saucissons secs pur porc	/category/fr:saucissons-secs-pur-porc	
	Crispbreads	/category/crispbreads	Q251981
	Bries	/category/bries	Q193411
Bries	fr:Brie de Meaux	/category/fr:brie-de-meaux	
Bries	fr:Brie de Melun	/category/fr:brie-de-melun	
	Compotes to drink	/category/compotes-to-drink	
	Grape juices	/category/grape-juices	Q1209756
Grape juices	Concentrated grape juices	/category/concentrated-grape-juices	
Grape juices	Squeezed grape juices	/category/squeezed-grape-juices	
	fr:Rillettes de viande rouge	/category/fr:rillettes-de-viande-rouge	
fr:Rillettes de viande rouge	Beef rillettes	/category/beef-rillettes	
fr:Rillettes de viande rouge	Lamb rillettes	/category/lamb-rillettes	
fr:Rillettes de viande rouge	fr:Rillettes de mouton	/category/fr:rillettes-de-mouton	
	Non food products	/category/non-food-products	
Non food products	Open Beauty Facts	/category/open-beauty-facts	
Open Beauty Facts	Medicine	/category/medicine	
Open Beauty Facts	Toothpaste	/category/toothpaste	
	Green pitted olives	/category/green-pitted-olives	
Green pitted olives	Pitted marinated green olives	/category/pitted-marinated-green-olives	
	Mueslis with chocolate	/category/mueslis-with-chocolate	
	Pineapple juices	/category/pineapple-juices	Q3190226
Pineapple juices	Concentrated pineapple juices	/category/concentrated-pineapple-juices	
Pineapple juices	Refrigerated squeezed pineapple juices	/category/refrigerated-squeezed-pineapple-juices	
Pineapple juices	Squeezed pineapple juices	/category/squeezed-pineapple-juices	
	Nut oils	/category/nut-oils	
Nut oils	Almond oils	/category/almond-oils	Q1164590
Nut oils	Hazelnut oils	/category/hazelnut-oils	Q1112606
Nut oils	Macadamia oils	/category/macadamia-oils	Q2264972
Nut oils	Peanut oils	/category/peanut-oils	Q265878
Nut oils	Pecan oils	/category/pecan-oils	Q7158627
Nut oils	Pine nut oils	/category/pine-nut-oils	Q184315
Nut oils	Pistachio oils	/category/pistachio-oils	Q3820506
Nut oils	Walnut oils	/category/walnut-oils	Q1434098
	Citrus	/category/citrus	
Citrus	Grapefruits	/category/grapefruits	
Citrus	Lemons	/category/lemons	
Citrus	Limes	/category/limes	
Citrus	Oranges	/category/oranges	
Citrus	Pomelos	/category/pomelos	
	fr:Chorizos	/category/fr:chorizos	
	Flaky biscuits	/category/flaky-biscuits	
Flaky biscuits	fr:Palmiers	/category/fr:palmiers	Q2096475
	Wine vinegars	/category/wine-vinegars	
Wine vinegars	Red wine vinegars	/category/red-wine-vinegars	
Wine vinegars	Rice wine vinegars	/category/rice-wine-vinegars	
	fr:Petits beurres	/category/fr:petits-beurres	
	Soy desserts	/category/soy-desserts	
Soy desserts	Cocoa soy desserts	/category/cocoa-soy-desserts	
Soy desserts	Vanilla soy desserts	/category/vanilla-soy-desserts	
	fr:Galettes à la frangipane	/category/fr:galettes-a-la-frangipane	
	Basmati rices	/category/basmati-rices	Q1649635
Basmati rices	Brown Basmati rices	/category/brown-basmati-rices	
Basmati rices	White Basmati rices	/category/white-basmati-rices	
	fr:Morbiers	/category/fr:morbiers	Q177727
	Rice puddings	/category/rice-puddings	Q19029
Rice puddings	Vanilla flavored rice pudding	/category/vanilla-flavored-rice-pudding	
	Barbecue sauces	/category/barbecue-sauces	
	Nut milks	/category/nut-milks	
Nut milks	Almond milks	/category/almond-milks	Q975953
Nut milks	Chestnut milks	/category/chestnut-milks	
Nut milks	Hazelnut milks	/category/hazelnut-milks	
Nut milks	Macadamia nut milks	/category/macadamia-nut-milks	
Nut milks	Walnut milks	/category/walnut-milks	
	fr:Rillettes de porc	/category/fr:rillettes-de-porc	
fr:Rillettes de porc	fr:Rillettes du Mans	/category/fr:rillettes-du-mans	
	Nespresso-compatible coffee capsules	/category/nespresso-compatible-coffee-capsules	
	Canned tomatoes	/category/canned-tomatoes	
	Canned peas	/category/canned-peas	Q4145855
	Pistachios	/category/pistachios	Q19958754
Pistachios	Roasted pistachios	/category/roasted-pistachios	
Pistachios	Shelled pistachios	/category/shelled-pistachios	
Pistachios	fr:Pistaches salées	/category/fr:pistaches-salees	
	Vegetable juices	/category/vegetable-juices	Q1501257
Vegetable juices	fr:Jus de betterave	/category/fr:jus-de-betterave	
	fr:Raclettes	/category/fr:raclettes	Q20748
	Fruit and fruit seed oils	/category/fruit-and-fruit-seed-oils	
Fruit and fruit seed oils	Avocado oils	/category/avocado-oils	Q2918735
Fruit and fruit seed oils	Grape seed oils	/category/grape-seed-oils	Q898982
Fruit and fruit seed oils	Watermelon seed oils	/category/watermelon-seed-oils	Q3819066
	Open Beauty Facts	/category/open-beauty-facts	
Open Beauty Facts	Medicine	/category/medicine	
Open Beauty Facts	Toothpaste	/category/toothpaste	
	Dark chocolate biscuits	/category/dark-chocolate-biscuits	
Dark chocolate biscuits	fr:Petits beurres au chocolat noir	/category/fr:petits-beurres-au-chocolat-noir	
	Fruit jellies	/category/fruit-jellies	
Fruit jellies	Blackberry jellies	/category/blackberry-jellies	
Fruit jellies	Elderberry jellies	/category/elderberry-jellies	
Fruit jellies	Guavas jellies	/category/guavas-jellies	
Fruit jellies	Lemon jellies	/category/lemon-jellies	
Fruit jellies	Passion fruit jellies	/category/passion-fruit-jellies	
Fruit jellies	Quince jellies	/category/quince-jellies	
Fruit jellies	Raspberry jellies	/category/raspberry-jellies	
Fruit jellies	Redcurrants jellies	/category/redcurrants-jellies	
Fruit jellies	fr:Gelées de cassis	/category/fr:gelees-de-cassis	
Fruit jellies	fr:Gelées de pommes	/category/fr:gelees-de-pommes	
	Potato gratin	/category/potato-gratin	
Potato gratin	fr:Gratins dauphinois	/category/fr:gratins-dauphinois	Q1647122
	Bananas	/category/bananas	Q503
Bananas	Red banana	/category/red-banana	Q2427471
	Rosé wines	/category/rose-wines	
Rosé wines	fr:Bordeaux Clairet	/category/fr:bordeaux-clairet	Q1427324
Rosé wines	fr:Bordeaux Rosé	/category/fr:bordeaux-rose	Q5732132
Rosé wines	fr:Champagnes rosés	/category/fr:champagnes-roses	
Rosé wines	fr:Mâcon Azé	/category/fr:macon-aze	
Rosé wines	fr:Mâcon Bray	/category/fr:macon-bray	
Rosé wines	fr:Mâcon Burgy	/category/fr:macon-burgy	
Rosé wines	fr:Mâcon Bussières	/category/fr:macon-bussieres	
Rosé wines	fr:Mâcon Chaintré	/category/fr:macon-chaintre	
Rosé wines	fr:Mâcon Chardonnay	/category/fr:macon-chardonnay	
Rosé wines	fr:Mâcon Charnay-lès Mâcon	/category/fr:macon-charnay-les-macon	
Rosé wines	fr:Mâcon Cruzille	/category/fr:macon-cruzille	
Rosé wines	fr:Mâcon Davayé	/category/fr:macon-davaye	
Rosé wines	fr:Mâcon Igé	/category/fr:macon-ige	
Rosé wines	fr:Mâcon La Roche Vineuse	/category/fr:macon-la-roche-vineuse	
Rosé wines	fr:Mâcon Lugny	/category/fr:macon-lugny	
Rosé wines	fr:Mâcon Mancey	/category/fr:macon-mancey	
Rosé wines	fr:Mâcon Milly-Lamartine	/category/fr:macon-milly-lamartine	
Rosé wines	fr:Mâcon Péronne	/category/fr:macon-peronne	
Rosé wines	fr:Mâcon Pierreclos	/category/fr:macon-pierreclos	
Rosé wines	fr:Mâcon primeur	/category/fr:macon-primeur	
Rosé wines	fr:Mâcon Prissé	/category/fr:macon-prisse	
Rosé wines	fr:Mâcon Saint-Gengoux-le-National	/category/fr:macon-saint-gengoux-le-national	
Rosé wines	fr:Mâcon Serrières	/category/fr:macon-serrieres	
Rosé wines	fr:Mâcon Verzé	/category/fr:macon-verze	
	Puff pastry sheets	/category/puff-pastry-sheets	
	Products with reduced salt	/category/products-with-reduced-salt	
Products with reduced salt	fr:Biscottes pauvres en sel	/category/fr:biscottes-pauvres-en-sel	
	Bolognese sauces	/category/bolognese-sauces	Q1162965
	Ducks	/category/ducks	Q3736439
Ducks	Duck legs	/category/duck-legs	
Ducks	fr:Filets de canard	/category/fr:filets-de-canard	
	Salami	/category/salami	
Salami	fr:Salami de bœuf	/category/fr:salami-de-boeuf	
Salami	fr:Salami de dinde	/category/fr:salami-de-dinde	
	Chicken nuggets	/category/chicken-nuggets	Q1072190
	Fruit cakes	/category/fruit-cakes	Q675987
	Cherry jams	/category/cherry-jams	
	Toulouse sausages	/category/toulouse-sausages	
	Doughnuts	/category/doughnuts	
	Quiches	/category/quiches	Q722595
Quiches	Leek quiche	/category/leek-quiche	
Quiches	Lorraine quiche	/category/lorraine-quiche	
Quiches	Quiches with bacon	/category/quiches-with-bacon	
Quiches	Quiches with fish	/category/quiches-with-fish	
Quiches	fr:Quiches aux épinards	/category/fr:quiches-aux-epinards	
	Lemon juice	/category/lemon-juice	Q1375049
	Dried cranberries	/category/dried-cranberries	
	Champignon mushrooms	/category/champignon-mushrooms	
Champignon mushrooms	Quartered champignon mushrooms	/category/quartered-champignon-mushrooms	
Champignon mushrooms	Sliced champignon mushrooms	/category/sliced-champignon-mushrooms	
Champignon mushrooms	Whole champignon mushrooms	/category/whole-champignon-mushrooms	
	fr:Crèmes dessert chocolat	/category/fr:cremes-dessert-chocolat	
fr:Crèmes dessert chocolat	fr:Crèmes dessert chocolat noir	/category/fr:cremes-dessert-chocolat-noir	
	Chicken ham	/category/chicken-ham	
Chicken ham	Smoked chicken breast	/category/smoked-chicken-breast	
Chicken ham	fr:Blancs de poulet aux herbes	/category/fr:blancs-de-poulet-aux-herbes	
Chicken ham	fr:Blancs de poulet doré au four	/category/fr:blancs-de-poulet-dore-au-four	
Chicken ham	fr:Blancs de poulet rôti à la broche	/category/fr:blancs-de-poulet-roti-a-la-broche	
	Oat flakes	/category/oat-flakes	
	Bifidus yogurts	/category/bifidus-yogurts	
Bifidus yogurts	fr:Yaourts au bifidus aromatisés	/category/fr:yaourts-au-bifidus-aromatises	
Bifidus yogurts	fr:Yaourts au bifidus nature	/category/fr:yaourts-au-bifidus-nature	
	Tinned Mackerels	/category/tinned-mackerels	
	Turkey cutlets	/category/turkey-cutlets	
	Sunflower oils	/category/sunflower-oils	Q94787
Sunflower oils	Nonrefined sunflower oils	/category/nonrefined-sunflower-oils	
Sunflower oils	Refined deodorized sunflower oils	/category/refined-deodorized-sunflower-oils	
	Fruit stirred yogurts	/category/fruit-stirred-yogurts	
	Stuffed wafers	/category/stuffed-wafers	
Stuffed wafers	Caramel stuffed wafers	/category/caramel-stuffed-wafers	
Stuffed wafers	Chocolate stuffed wafers	/category/chocolate-stuffed-wafers	
Stuffed wafers	Stuffed fruits wafers	/category/stuffed-fruits-wafers	
Stuffed wafers	Vanilla stuffed wafers	/category/vanilla-stuffed-wafers	
	Muffins	/category/muffins	Q207220
Muffins	Banana muffins	/category/banana-muffins	
Muffins	Blueberry muffins	/category/blueberry-muffins	
Muffins	Chocolate muffins	/category/chocolate-muffins	
Muffins	Vanilla muffins	/category/vanilla-muffins	
Muffins	fr:Muffins aux bleuets	/category/fr:muffins-aux-bleuets	
	Durum wheat semolinas	/category/durum-wheat-semolinas	Q381350
Durum wheat semolinas	Durum wheat semolinas for couscous	/category/durum-wheat-semolinas-for-couscous	
	Egg pastas	/category/egg-pastas	
Egg pastas	Dry egg pastas	/category/dry-egg-pastas	
	fr:Miels crémeux	/category/fr:miels-cremeux	
	fr:Brioches au chocolat	/category/fr:brioches-au-chocolat	
	Onions	/category/onions	Q23485
Onions	Shallots	/category/shallots	Q193498
	fr:Crèmes fraîches épaisses	/category/fr:cremes-fraiches-epaisses	
	Dried prunes	/category/dried-prunes	
Dried prunes	fr:Pruneaux d'Agen	/category/fr:pruneaux-d-agen	
	Maple syrups	/category/maple-syrups	Q402563
Maple syrups	Amber maple syrups	/category/amber-maple-syrups	
Maple syrups	Dark maple syrups	/category/dark-maple-syrups	
Maple syrups	Extra light maple syrups	/category/extra-light-maple-syrups	
Maple syrups	Light maple syrups	/category/light-maple-syrups	
Maple syrups	Maple syrups from Québec	/category/maple-syrups-from-quebec	
Maple syrups	Medium maple syrups	/category/medium-maple-syrups	
	Pear applesauces	/category/pear-applesauces	
	Quinoa	/category/quinoa	Q139925
Quinoa	Red quinoa	/category/red-quinoa	
	fr:aliments-a-base-de-plantes-seches	/category/fr:aliments-a-base-de-plantes-seches	
	Tuna rillettes	/category/tuna-rillettes	
	fr:Thons à l'huile d'olive	/category/fr:thons-a-l-huile-d-olive	
	fr:Fromages blancs natures	/category/fr:fromages-blancs-natures	
	Applesauces	/category/applesauces	
	fr:Bûches glacées	/category/fr:buches-glacees	
	Coconut milks	/category/coconut-milks	Q841779
	Mashed potatoes	/category/mashed-potatoes	
Mashed potatoes	Instant mashed potatoes	/category/instant-mashed-potatoes	Q3411001
	Artichokes	/category/artichokes	
	Anchovy fillets	/category/anchovy-fillets	
	Diet cola soft drink	/category/diet-cola-soft-drink	
	Almond milks	/category/almond-milks	Q975953
	Galettes	/category/galettes	
Galettes	fr:Galettes de blé noir	/category/fr:galettes-de-ble-noir	
	Carbonated mineral waters	/category/carbonated-mineral-waters	
	Dairy chocolate desserts	/category/dairy-chocolate-desserts	
	Bacon	/category/bacon	
Bacon	Rindless short cut bacon	/category/rindless-short-cut-bacon	
Bacon	Sliced bacon	/category/sliced-bacon	
Bacon	Smoked bacon lardons	/category/smoked-bacon-lardons	
	Butter croissants	/category/butter-croissants	
	fr:Yaourts sur lit de fruits	/category/fr:yaourts-sur-lit-de-fruits	
	fr:Crêpes de froment	/category/fr:crepes-de-froment	
	Melted cheese	/category/melted-cheese	Q190531
	Asparagus	/category/asparagus	
Asparagus	Green asparagus	/category/green-asparagus	
Asparagus	Purple asparagus	/category/purple-asparagus	
Asparagus	White asparagus	/category/white-asparagus	
Asparagus	Wild asparagus	/category/wild-asparagus	
Asparagus	fr:Asperges des sables des Landes	/category/fr:asperges-des-sables-des-landes	
Asparagus	fr:Asperges pelées à la main	/category/fr:asperges-pelees-a-la-main	
	Ham sandwiches	/category/ham-sandwiches	
Ham sandwiches	Ham and butter sandwiches	/category/ham-and-butter-sandwiches	Q3160836
Ham sandwiches	Ham and cheese sandwiches	/category/ham-and-cheese-sandwiches	Q3782694
Ham sandwiches	fr:Sandwichs au jambon de dinde	/category/fr:sandwichs-au-jambon-de-dinde	
	Strasbourg sausages	/category/strasbourg-sausages	
	Greek cheeses	/category/greek-cheeses	
Greek cheeses	de:Manouri	/category/de:manouri	Q94606
Greek cheeses	el:Anevato	/category/el:anevato	
Greek cheeses	el:Batzos	/category/el:batzos	
Greek cheeses	el:Formaella Arachovas Parnassou	/category/el:formaella-arachovas-parnassou	
Greek cheeses	el:Galotyri	/category/el:galotyri	
Greek cheeses	el:Graviera Agrafon	/category/el:graviera-agrafon	
Greek cheeses	el:Graviera Kritis	/category/el:graviera-kritis	
Greek cheeses	el:Graviera Naxou	/category/el:graviera-naxou	
Greek cheeses	el:Kalathaki Limnou	/category/el:kalathaki-limnou	
Greek cheeses	el:Kasseri	/category/el:kasseri	
Greek cheeses	el:Katiki Domokou	/category/el:katiki-domokou	
Greek cheeses	el:Kefalograviera	/category/el:kefalograviera	Q1232535
Greek cheeses	el:Kopanisti	/category/el:kopanisti	
Greek cheeses	el:Ladotyri Mytilinis	/category/el:ladotyri-mytilinis	
Greek cheeses	el:Metsovone	/category/el:metsovone	Q1223811
Greek cheeses	el:Pichtogalo Chanion	/category/el:pichtogalo-chanion	
Greek cheeses	el:San Michali	/category/el:san-michali	
Greek cheeses	el:Sfela	/category/el:sfela	
Greek cheeses	el:Xygalo Siteias	/category/el:xygalo-siteias	
Greek cheeses	el:Xynomyzithra Kritis	/category/el:xynomyzithra-kritis	
Greek cheeses	Feta	/category/feta	Q182760
	fr:Pavés de saumon	/category/fr:paves-de-saumon	
	fr:Poêlées	/category/fr:poelees	
fr:Poêlées	fr:Poêlées à la landaise	/category/fr:poelees-a-la-landaise	
fr:Poêlées	fr:Poêlées à la paysanne	/category/fr:poelees-a-la-paysanne	
fr:Poêlées	fr:Poêlées à la sarladaise	/category/fr:poelees-a-la-sarladaise	
fr:Poêlées	fr:Poêlées campagnarde	/category/fr:poelees-campagnarde	
fr:Poêlées	fr:Poêlées façon kebab	/category/fr:poelees-facon-kebab	
fr:Poêlées	fr:Poêlées savoyardes	/category/fr:poelees-savoyardes	
	Frozen fries	/category/frozen-fries	
	Canned peas and carrots	/category/canned-peas-and-carrots	
	Tartlets	/category/tartlets	
Tartlets	Apricot tartlets	/category/apricot-tartlets	
Tartlets	Blueberry tartlets	/category/blueberry-tartlets	
Tartlets	Chocolate tartlets	/category/chocolate-tartlets	
Tartlets	Lemon tartlets	/category/lemon-tartlets	
Tartlets	Pear tartlets	/category/pear-tartlets	
Tartlets	Raspberry tartlets	/category/raspberry-tartlets	
Tartlets	Strawberry tartlets	/category/strawberry-tartlets	
Tartlets	fr:Tartelettes au caramel	/category/fr:tartelettes-au-caramel	
	Filled cereals	/category/filled-cereals	
	Tropical fruit jams	/category/tropical-fruit-jams	
Tropical fruit jams	Banana jams	/category/banana-jams	
Tropical fruit jams	Guava jams	/category/guava-jams	
Tropical fruit jams	Lychee jams	/category/lychee-jams	
Tropical fruit jams	Mango jams	/category/mango-jams	
Tropical fruit jams	Papaya jams	/category/papaya-jams	
Tropical fruit jams	Pineapple jams	/category/pineapple-jams	
	Cassoulets	/category/cassoulets	
Cassoulets	Cassoulets from Toulouse	/category/cassoulets-from-toulouse	
	Advent calendars	/category/advent-calendars	
Advent calendars	Chocolate Advent calendars	/category/chocolate-advent-calendars	
	Tripe dishes	/category/tripe-dishes	
Tripe dishes	Tripe	/category/tripe	
	Rapeseed oils	/category/rapeseed-oils	Q17908ë72
Rapeseed oils	Canola oils	/category/canola-oils	
	Wheat beers	/category/wheat-beers	Q15079724
	Prepared meats with less salt	/category/prepared-meats-with-less-salt	
Prepared meats with less salt	White hams with less salt	/category/white-hams-with-less-salt	
Prepared meats with less salt	fr:Knacks industrielles à teneur réduite en sel	/category/fr:knacks-industrielles-a-teneur-reduite-en-sel	
	Roasted nuts	/category/roasted-nuts	
Roasted nuts	Roasted Cashew Nuts	/category/roasted-cashew-nuts	
Roasted nuts	Roasted peanuts	/category/roasted-peanuts	
	Tofu	/category/tofu	Q177378
	Paella	/category/paella	
	Stuffed olives	/category/stuffed-olives	
	fr:Palmiers	/category/fr:palmiers	Q2096475
	Poultry sandwiches	/category/poultry-sandwiches	
Poultry sandwiches	Chicken sandwiches	/category/chicken-sandwiches	
	Fresh milks	/category/fresh-milks	
Fresh milks	de:Traditionell hergestellte Frischmilch	/category/de:traditionell-hergestellte-frischmilch	
Fresh milks	Extended shelf life milks	/category/extended-shelf-life-milks	
	Tuna in brine	/category/tuna-in-brine	
Tuna in brine	fr:Thons blancs au naturel	/category/fr:thons-blancs-au-naturel	
	Smoothies	/category/smoothies	Q13290
Smoothies	Fruit smoothies	/category/fruit-smoothies	
	Multifruit nectars	/category/multifruit-nectars	
	fr:Riz préparés	/category/fr:riz-prepares	
fr:Riz préparés	Fried rice	/category/fried-rice	Q1076874
	Savory mousses	/category/savory-mousses	
Savory mousses	fr:Mousses de foie gras	/category/fr:mousses-de-foie-gras	
	Plum jams	/category/plum-jams	
Plum jams	Greengage plum jams	/category/greengage-plum-jams	
Plum jams	Mirabelle plum jams	/category/mirabelle-plum-jams	
Plum jams	fr:Confitures de quetsches	/category/fr:confitures-de-quetsches	
	Milk chocolate with hazelnuts	/category/milk-chocolate-with-hazelnuts	
	Feta	/category/feta	Q182760
	Baguettes	/category/baguettes	Q208172
Baguettes	fr:Baguettes de tradition française	/category/fr:baguettes-de-tradition-francaise	
	fr:Biscuits apéritifs soufflés à base de maïs	/category/fr:biscuits-aperitifs-souffles-a-base-de-mais	
	Seaweeds and their products	/category/seaweeds-and-their-products	Q37868
Seaweeds and their products	Fresh seaweeds	/category/fresh-seaweeds	
	fr:Roqueforts	/category/fr:roqueforts	Q189221
	Raisins	/category/raisins	
Raisins	Raisins of Corinth	/category/raisins-of-corinth	
Raisins	Sultana raisins	/category/sultana-raisins	
	French confectioneries	/category/french-confectioneries	
French confectioneries	Confectioneries of Nord-Pas-de-Calais	/category/confectioneries-of-nord-pas-de-calais	
French confectioneries	Nougats from Montélimar	/category/nougats-from-montelimar	Q3344838
French confectioneries	Nougats from Sault	/category/nougats-from-sault	Q3344830
French confectioneries	Nougats from Tours	/category/nougats-from-tours	Q3344831
	Duck breasts	/category/duck-breasts	
	fr:Brandades de morue parmentière	/category/fr:brandades-de-morue-parmentiere	Q612283
	Chicken sandwiches	/category/chicken-sandwiches	
	Frozen spinachs	/category/frozen-spinachs	
Frozen spinachs	Frozen chopped spinachs	/category/frozen-chopped-spinachs	
Frozen spinachs	Frozen spinach leaves	/category/frozen-spinach-leaves	
	Strawberry yogurts	/category/strawberry-yogurts	
Strawberry yogurts	Strawberry soy yogurts	/category/strawberry-soy-yogurts	
	White beans	/category/white-beans	
White beans	Coco white beans	/category/coco-white-beans	
White beans	White kidney beans	/category/white-kidney-beans	
	Cake mixes	/category/cake-mixes	
	Belgian beers	/category/belgian-beers	
	Skimmed milks	/category/skimmed-milks	Q2352187
	fr:produits-aoc	/category/fr:produits-aoc	
	Taramasalata	/category/taramasalata	Q1246721
Taramasalata	Salmon taramasalata	/category/salmon-taramasalata	
Taramasalata	fr:Taramas au cabillaud	/category/fr:taramas-au-cabillaud	
Taramasalata	fr:Taramas au crabe	/category/fr:taramas-au-crabe	
	Corn flakes	/category/corn-flakes	
	Cold soups	/category/cold-soups	Q16635700
Cold soups	Ajoblanco	/category/ajoblanco	Q413126
Cold soups	Gazpacho	/category/gazpacho	Q202677
Cold soups	Salmorejo	/category/salmorejo	Q1635129
	Ice cream cones	/category/ice-cream-cones	
Ice cream cones	Chocolate-Mint ice cream cones	/category/chocolate-mint-ice-cream-cones	
Ice cream cones	Chocolate-Pistachio ice cream cones	/category/chocolate-pistachio-ice-cream-cones	
Ice cream cones	Chocolate-Vanilla ice cream cones	/category/chocolate-vanilla-ice-cream-cones	
Ice cream cones	Coffee-Vanilla ice cream cones	/category/coffee-vanilla-ice-cream-cones	
Ice cream cones	Strawberry-Vanilla ice cream cones	/category/strawberry-vanilla-ice-cream-cones	
Ice cream cones	Vanilla ice cream cones	/category/vanilla-ice-cream-cones	
	Chocolates stuffed with praline	/category/chocolates-stuffed-with-praline	
	Cancoillottes	/category/cancoillottes	Q688947
	Extra fine black chocolates	/category/extra-fine-black-chocolates	
	Green stuffed olives	/category/green-stuffed-olives	
Green stuffed olives	Green olives stuffed of almond	/category/green-olives-stuffed-of-almond	
Green stuffed olives	Green olives stuffed of anchovies	/category/green-olives-stuffed-of-anchovies	
Green stuffed olives	Green olives stuffed of lemon	/category/green-olives-stuffed-of-lemon	
Green stuffed olives	Green olives stuffed of pepper	/category/green-olives-stuffed-of-pepper	
	Sugar substitutes	/category/sugar-substitutes	Q626292
Sugar substitutes	Tabletop sweeteners	/category/tabletop-sweeteners	
	fr:Nonnettes	/category/fr:nonnettes	Q3343365
	Country-style Pâtés	/category/country-style-pates	
	Bolognese lasagne	/category/bolognese-lasagne	
	Flavoured milks	/category/flavoured-milks	
Flavoured milks	Chocolate milks	/category/chocolate-milks	Q13253
Flavoured milks	Strawberry milks	/category/strawberry-milks	
Flavoured milks	Vanilla milks	/category/vanilla-milks	
	Cocoa powders	/category/cocoa-powders	
	Frozen plant-based foods mixes	/category/frozen-plant-based-foods-mixes	
